External_Id__c,Subject,Account:External_Id__c,Contact:External_Id__c,Type,Status,Origin,Priority,Reason
CASE-001214,Issue #1214,ACC-000395,CON-001275,Shipping,New,Web,Low,Return
CASE-001215,Issue #1215,ACC-000426,CON-000378,Connectivity,Closed,Phone,Medium,Shipment Damaged
CASE-001216,Issue #1216,ACC-000078,CON-000668,Shipping,Closed,Web,Low,Shipment Damaged
CASE-001217,Issue #1217,ACC-000462,CON-001343,Equipment,Closed,Email,Low,Shipment Damaged
CASE-001218,Issue #1218,ACC-000161,CON-001175,Connectivity,Working,Email,High,Other
CASE-001219,Issue #1219,ACC-000460,CON-000031,Connectivity,Closed,Email,Low,Equipment Complexity
CASE-001220,Issue #1220,ACC-000219,CON-000123,Electrical,Working,Email,Medium,Equipment Complexity
CASE-001221,Issue #1221,ACC-000313,CON-001211,Electrical,New,Phone,Medium,Return
CASE-001222,Issue #1222,ACC-000429,CON-000348,Software,New,Phone,High,Other
CASE-001223,Issue #1223,ACC-000253,CON-000217,Billing,New,Web,Medium,Equipment Complexity
CASE-001224,Issue #1224,ACC-000257,CON-001037,Electrical,New,Phone,Medium,Bug
CASE-001225,Issue #1225,ACC-000271,CON-001342,Shipping,Closed,Web,Low,Other
CASE-001226,Issue #1226,ACC-000091,CON-000828,Installation,New,Web,Low,Equipment Complexity
CASE-001227,Issue #1227,ACC-000249,CON-001354,Software,Working,Web,Low,Bug
CASE-001228,Issue #1228,ACC-000419,CON-000231,Billing,Working,Phone,Medium,Equipment Complexity
CASE-001229,Issue #1229,ACC-000207,CON-000520,Software,New,Phone,Medium,Network Issue
CASE-001230,Issue #1230,ACC-000218,CON-000002,Shipping,Closed,Phone,Low,Equipment Complexity
CASE-001231,Issue #1231,ACC-000147,CON-001367,Installation,New,Email,Low,Other
CASE-001232,Issue #1232,ACC-000259,CON-000493,Software,New,Email,High,Shipment Damaged
CASE-001233,Issue #1233,ACC-000023,CON-000319,Billing,Working,Email,Low,Performance
CASE-001234,Issue #1234,ACC-000325,CON-000233,Shipping,New,Phone,Low,Performance
CASE-001235,Issue #1235,ACC-000062,CON-000403,Shipping,Closed,Web,Low,Equipment Complexity
CASE-001236,Issue #1236,ACC-000407,CON-000936,Software,New,Phone,Medium,Equipment Complexity
CASE-001237,Issue #1237,ACC-000452,CON-000815,Software,Working,Email,High,Network Issue
CASE-001238,Issue #1238,ACC-000282,CON-000611,Connectivity,Working,Web,High,Equipment Complexity
CASE-001239,Issue #1239,ACC-000259,CON-000505,Shipping,New,Phone,Medium,Performance
CASE-001240,Issue #1240,ACC-000093,CON-001212,Shipping,Working,Web,High,Equipment Complexity
CASE-001241,Issue #1241,ACC-000019,CON-000115,Installation,New,Email,Medium,Bug
CASE-001242,Issue #1242,ACC-000105,CON-000678,Installation,Closed,Phone,Medium,Performance
CASE-001243,Issue #1243,ACC-000196,CON-000666,Billing,Closed,Phone,Low,Performance
CASE-001244,Issue #1244,ACC-000351,CON-000398,Installation,New,Phone,Low,Other
CASE-001245,Issue #1245,ACC-000190,CON-000876,Software,New,Email,High,Network Issue
CASE-001246,Issue #1246,ACC-000185,CON-000761,Electrical,Working,Phone,Medium,Other
CASE-001247,Issue #1247,ACC-000181,CON-001306,Connectivity,Closed,Web,Medium,Return
CASE-001248,Issue #1248,ACC-000081,CON-001017,Software,Working,Web,Low,Other
CASE-001249,Issue #1249,ACC-000369,CON-000790,Equipment,New,Phone,High,Bug
CASE-001250,Issue #1250,ACC-000063,CON-001224,Shipping,New,Phone,High,Shipment Damaged
CASE-001251,Issue #1251,ACC-000461,CON-000382,Software,Closed,Phone,Medium,Performance
CASE-001252,Issue #1252,ACC-000305,CON-001247,Electrical,Closed,Web,Medium,Other
CASE-001253,Issue #1253,ACC-000223,CON-000968,Billing,New,Web,Medium,Equipment Complexity
CASE-001254,Issue #1254,ACC-000089,CON-000495,Installation,Working,Web,High,Performance
CASE-001255,Issue #1255,ACC-000446,CON-000388,Billing,New,Phone,Medium,Performance
CASE-001256,Issue #1256,ACC-000489,CON-001426,Connectivity,Closed,Phone,High,Performance
CASE-001257,Issue #1257,ACC-000500,CON-000388,Software,Working,Phone,Low,Bug
CASE-001258,Issue #1258,ACC-000312,CON-001155,Software,Closed,Email,High,Network Issue
CASE-001259,Issue #1259,ACC-000027,CON-000508,Software,Working,Web,Low,Shipment Damaged
CASE-001260,Issue #1260,ACC-000435,CON-001119,Connectivity,New,Email,Medium,Other
CASE-001261,Issue #1261,ACC-000368,CON-000116,Connectivity,New,Web,Low,Return
CASE-001262,Issue #1262,ACC-000202,CON-000692,Software,Closed,Web,Low,Equipment Complexity
CASE-001263,Issue #1263,ACC-000455,CON-000275,Billing,New,Web,High,Return
CASE-001264,Issue #1264,ACC-000124,CON-000148,Electrical,Closed,Email,Medium,Return
CASE-001265,Issue #1265,ACC-000149,CON-000103,Electrical,Closed,Web,High,Shipment Damaged
CASE-001266,Issue #1266,ACC-000174,CON-000264,Shipping,Closed,Email,Low,Shipment Damaged
CASE-001267,Issue #1267,ACC-000465,CON-001238,Installation,Closed,Web,High,Network Issue
CASE-001268,Issue #1268,ACC-000038,CON-000427,Billing,Working,Email,Low,Shipment Damaged
CASE-001269,Issue #1269,ACC-000298,CON-001075,Shipping,Closed,Web,Medium,Shipment Damaged
CASE-001270,Issue #1270,ACC-000494,CON-000512,Connectivity,New,Email,High,Performance
CASE-001271,Issue #1271,ACC-000181,CON-000679,Equipment,Working,Web,Medium,Bug
CASE-001272,Issue #1272,ACC-000251,CON-000017,Billing,Closed,Web,Medium,Other
CASE-001273,Issue #1273,ACC-000320,CON-000739,Installation,Closed,Phone,Low,Return
CASE-001274,Issue #1274,ACC-000413,CON-001466,Connectivity,New,Phone,Low,Performance
CASE-001275,Issue #1275,ACC-000138,CON-001455,Connectivity,Working,Phone,Low,Equipment Complexity
CASE-001276,Issue #1276,ACC-000363,CON-000499,Electrical,Working,Email,Medium,Shipment Damaged
CASE-001277,Issue #1277,ACC-000274,CON-000938,Software,New,Phone,Medium,Network Issue
CASE-001278,Issue #1278,ACC-000288,CON-001299,Shipping,Closed,Phone,Medium,Bug
CASE-001279,Issue #1279,ACC-000022,CON-000922,Billing,New,Phone,Medium,Network Issue
CASE-001280,Issue #1280,ACC-000231,CON-001329,Billing,Working,Web,Low,Bug
CASE-001281,Issue #1281,ACC-000271,CON-000277,Shipping,New,Phone,Medium,Performance
CASE-001282,Issue #1282,ACC-000090,CON-000959,Electrical,New,Web,Low,Return
CASE-001283,Issue #1283,ACC-000336,CON-001072,Billing,Closed,Phone,Medium,Shipment Damaged
CASE-001284,Issue #1284,ACC-000400,CON-000968,Equipment,Working,Phone,Low,Shipment Damaged
CASE-001285,Issue #1285,ACC-000162,CON-000370,Installation,Working,Phone,Medium,Equipment Complexity
CASE-001286,Issue #1286,ACC-000017,CON-000192,Software,New,Email,High,Bug
CASE-001287,Issue #1287,ACC-000426,CON-001227,Software,Working,Web,Medium,Shipment Damaged
CASE-001288,Issue #1288,ACC-000498,CON-001008,Billing,Working,Phone,High,Shipment Damaged
CASE-001289,Issue #1289,ACC-000011,CON-001338,Electrical,Working,Web,Medium,Equipment Complexity
CASE-001290,Issue #1290,ACC-000416,CON-000307,Installation,Closed,Email,High,Equipment Complexity
CASE-001291,Issue #1291,ACC-000234,CON-000635,Billing,New,Email,Low,Return
CASE-001292,Issue #1292,ACC-000418,CON-000471,Equipment,New,Web,Low,Performance
CASE-001293,Issue #1293,ACC-000107,CON-000282,Software,Working,Web,Low,Equipment Complexity
CASE-001294,Issue #1294,ACC-000176,CON-001389,Electrical,New,Email,High,Bug
CASE-001295,Issue #1295,ACC-000060,CON-000949,Shipping,New,Phone,Low,Bug
CASE-001296,Issue #1296,ACC-000315,CON-000082,Connectivity,Working,Web,Medium,Network Issue
CASE-001297,Issue #1297,ACC-000221,CON-000184,Installation,Closed,Email,High,Equipment Complexity
CASE-001298,Issue #1298,ACC-000422,CON-000652,Equipment,Working,Phone,Medium,Performance
CASE-001299,Issue #1299,ACC-000389,CON-000548,Installation,New,Web,Low,Equipment Complexity
CASE-001300,Issue #1300,ACC-000035,CON-001195,Installation,Closed,Phone,Medium,Bug
CASE-001301,Issue #1301,ACC-000147,CON-000631,Connectivity,Closed,Phone,Low,Network Issue
CASE-001302,Issue #1302,ACC-000370,CON-001090,Equipment,Closed,Web,Low,Other
CASE-001303,Issue #1303,ACC-000333,CON-001008,Connectivity,Working,Email,High,Shipment Damaged
CASE-001304,Issue #1304,ACC-000339,CON-001242,Installation,Working,Phone,High,Other
CASE-001305,Issue #1305,ACC-000096,CON-000149,Software,Closed,Phone,Low,Other
CASE-001306,Issue #1306,ACC-000473,CON-000689,Software,Closed,Email,Low,Equipment Complexity
CASE-001307,Issue #1307,ACC-000315,CON-000939,Billing,New,Web,Low,Other
CASE-001308,Issue #1308,ACC-000002,CON-001389,Electrical,Working,Email,Low,Performance
CASE-001309,Issue #1309,ACC-000293,CON-001472,Software,New,Web,Medium,Equipment Complexity
CASE-001310,Issue #1310,ACC-000369,CON-000686,Billing,New,Phone,Medium,Network Issue
CASE-001311,Issue #1311,ACC-000003,CON-001452,Installation,Working,Web,High,Network Issue
CASE-001312,Issue #1312,ACC-000319,CON-000330,Equipment,Closed,Email,Low,Return
CASE-001313,Issue #1313,ACC-000443,CON-001169,Electrical,Working,Email,High,Return
CASE-001314,Issue #1314,ACC-000177,CON-000524,Shipping,New,Phone,Medium,Shipment Damaged
CASE-001315,Issue #1315,ACC-000287,CON-000498,Billing,New,Email,Low,Equipment Complexity
CASE-001316,Issue #1316,ACC-000027,CON-000496,Billing,Closed,Web,Low,Network Issue
CASE-001317,Issue #1317,ACC-000003,CON-001498,Installation,Working,Web,Low,Other
CASE-001318,Issue #1318,ACC-000203,CON-001218,Installation,Working,Web,Low,Network Issue
CASE-001319,Issue #1319,ACC-000087,CON-000222,Equipment,Working,Email,Low,Return
CASE-001320,Issue #1320,ACC-000001,CON-000303,Connectivity,Working,Phone,Medium,Shipment Damaged
CASE-001321,Issue #1321,ACC-000337,CON-000932,Software,Working,Web,Medium,Other
CASE-001322,Issue #1322,ACC-000325,CON-000256,Shipping,Closed,Email,Medium,Network Issue
CASE-001323,Issue #1323,ACC-000176,CON-000247,Electrical,New,Email,Low,Network Issue
CASE-001324,Issue #1324,ACC-000011,CON-000042,Installation,Closed,Phone,Medium,Shipment Damaged
CASE-001325,Issue #1325,ACC-000442,CON-000980,Installation,Closed,Web,Medium,Shipment Damaged
CASE-001326,Issue #1326,ACC-000474,CON-000358,Electrical,New,Web,Medium,Network Issue
CASE-001327,Issue #1327,ACC-000260,CON-000979,Installation,Working,Phone,High,Performance
CASE-001328,Issue #1328,ACC-000498,CON-001499,Billing,New,Phone,Medium,Equipment Complexity
CASE-001329,Issue #1329,ACC-000357,CON-000846,Shipping,Closed,Email,High,Bug
CASE-001330,Issue #1330,ACC-000337,CON-000943,Shipping,New,Web,Low,Bug
CASE-001331,Issue #1331,ACC-000196,CON-000367,Electrical,Working,Email,Medium,Return
CASE-001332,Issue #1332,ACC-000187,CON-000779,Software,New,Phone,Medium,Network Issue
CASE-001333,Issue #1333,ACC-000349,CON-000943,Software,New,Web,Medium,Performance
CASE-001334,Issue #1334,ACC-000085,CON-001260,Software,Working,Web,Low,Performance
CASE-001335,Issue #1335,ACC-000246,CON-000137,Connectivity,Working,Email,Medium,Return
CASE-001336,Issue #1336,ACC-000316,CON-000481,Shipping,Working,Phone,Medium,Shipment Damaged
CASE-001337,Issue #1337,ACC-000319,CON-000139,Equipment,New,Email,Low,Shipment Damaged
CASE-001338,Issue #1338,ACC-000272,CON-001192,Software,New,Phone,Low,Return
CASE-001339,Issue #1339,ACC-000118,CON-000791,Equipment,Closed,Phone,Medium,Return
CASE-001340,Issue #1340,ACC-000470,CON-000738,Software,Working,Phone,Low,Other
CASE-001341,Issue #1341,ACC-000420,CON-000390,Shipping,Working,Email,Low,Shipment Damaged
CASE-001342,Issue #1342,ACC-000036,CON-000441,Software,New,Web,Low,Equipment Complexity
CASE-001343,Issue #1343,ACC-000268,CON-001182,Installation,Closed,Web,High,Other
CASE-001344,Issue #1344,ACC-000460,CON-001153,Billing,New,Web,Low,Network Issue
CASE-001345,Issue #1345,ACC-000067,CON-000903,Software,Working,Email,Low,Shipment Damaged
CASE-001346,Issue #1346,ACC-000409,CON-000788,Shipping,New,Phone,Low,Other
CASE-001347,Issue #1347,ACC-000112,CON-000265,Billing,Working,Web,Medium,Performance
CASE-001348,Issue #1348,ACC-000299,CON-000159,Electrical,Working,Phone,Low,Equipment Complexity
CASE-001349,Issue #1349,ACC-000420,CON-001257,Billing,New,Web,Low,Shipment Damaged
CASE-001350,Issue #1350,ACC-000042,CON-001424,Equipment,New,Web,Low,Return
CASE-001351,Issue #1351,ACC-000436,CON-000711,Billing,Closed,Web,Medium,Equipment Complexity
CASE-001352,Issue #1352,ACC-000475,CON-000294,Equipment,New,Email,Medium,Return
CASE-001353,Issue #1353,ACC-000393,CON-001133,Connectivity,Closed,Email,Low,Other
CASE-001354,Issue #1354,ACC-000075,CON-000899,Connectivity,New,Email,Medium,Other
CASE-001355,Issue #1355,ACC-000150,CON-000997,Software,New,Web,Low,Shipment Damaged
CASE-001356,Issue #1356,ACC-000483,CON-000932,Software,Closed,Email,High,Return
CASE-001357,Issue #1357,ACC-000495,CON-000248,Installation,Working,Web,High,Other
CASE-001358,Issue #1358,ACC-000391,CON-000694,Electrical,Working,Web,High,Shipment Damaged
CASE-001359,Issue #1359,ACC-000078,CON-001019,Software,Working,Web,Medium,Bug
CASE-001360,Issue #1360,ACC-000228,CON-000604,Billing,Working,Web,Low,Return
CASE-001361,Issue #1361,ACC-000142,CON-000446,Equipment,Closed,Email,Medium,Return
CASE-001362,Issue #1362,ACC-000431,CON-000658,Installation,New,Phone,Low,Performance
CASE-001363,Issue #1363,ACC-000484,CON-000430,Shipping,Working,Phone,Medium,Shipment Damaged
CASE-001364,Issue #1364,ACC-000056,CON-000065,Electrical,Working,Web,Low,Other
CASE-001365,Issue #1365,ACC-000248,CON-000375,Shipping,New,Web,Low,Bug
CASE-001366,Issue #1366,ACC-000482,CON-000855,Shipping,Working,Email,Medium,Other
CASE-001367,Issue #1367,ACC-000359,CON-001061,Software,New,Phone,Medium,Equipment Complexity
CASE-001368,Issue #1368,ACC-000325,CON-000017,Connectivity,Working,Phone,Medium,Other
CASE-001369,Issue #1369,ACC-000252,CON-000243,Billing,Working,Email,Medium,Network Issue
CASE-001370,Issue #1370,ACC-000121,CON-000475,Connectivity,Working,Phone,Low,Shipment Damaged
CASE-001371,Issue #1371,ACC-000302,CON-000383,Connectivity,Working,Phone,High,Other
CASE-001372,Issue #1372,ACC-000172,CON-000631,Software,Working,Phone,Medium,Performance
CASE-001373,Issue #1373,ACC-000072,CON-000184,Electrical,Closed,Web,Medium,Return
CASE-001374,Issue #1374,ACC-000463,CON-000078,Installation,Closed,Phone,High,Shipment Damaged
CASE-001375,Issue #1375,ACC-000393,CON-000580,Equipment,Working,Phone,Medium,Return
CASE-001376,Issue #1376,ACC-000411,CON-001403,Billing,Closed,Email,Low,Performance
CASE-001377,Issue #1377,ACC-000440,CON-001264,Installation,New,Web,High,Other
CASE-001378,Issue #1378,ACC-000360,CON-001368,Software,New,Email,Low,Bug
CASE-001379,Issue #1379,ACC-000177,CON-000479,Connectivity,Working,Web,Low,Shipment Damaged
CASE-001380,Issue #1380,ACC-000122,CON-001324,Equipment,Closed,Phone,High,Bug
CASE-001381,Issue #1381,ACC-000055,CON-000507,Installation,Closed,Web,Low,Bug
CASE-001382,Issue #1382,ACC-000424,CON-000218,Electrical,Closed,Web,Medium,Other
CASE-001383,Issue #1383,ACC-000309,CON-001208,Shipping,Working,Web,Medium,Shipment Damaged
CASE-001384,Issue #1384,ACC-000470,CON-001443,Billing,Closed,Email,Low,Equipment Complexity
CASE-001385,Issue #1385,ACC-000059,CON-000838,Equipment,Closed,Email,Low,Network Issue
CASE-001386,Issue #1386,ACC-000408,CON-000604,Software,New,Phone,Low,Other
CASE-001387,Issue #1387,ACC-000187,CON-000320,Electrical,Closed,Web,Medium,Shipment Damaged
CASE-001388,Issue #1388,ACC-000364,CON-000917,Installation,Closed,Email,Low,Shipment Damaged
CASE-001389,Issue #1389,ACC-000259,CON-000523,Billing,New,Phone,Medium,Equipment Complexity
CASE-001390,Issue #1390,ACC-000407,CON-000969,Equipment,Closed,Phone,Low,Return
CASE-001391,Issue #1391,ACC-000032,CON-001247,Software,Working,Phone,Medium,Network Issue
CASE-001392,Issue #1392,ACC-000441,CON-000377,Connectivity,New,Web,High,Return
CASE-001393,Issue #1393,ACC-000335,CON-000243,Electrical,New,Phone,Medium,Network Issue
CASE-001394,Issue #1394,ACC-000090,CON-000510,Shipping,Closed,Web,Medium,Bug
CASE-001395,Issue #1395,ACC-000459,CON-001362,Shipping,Closed,Web,Low,Shipment Damaged
CASE-001396,Issue #1396,ACC-000306,CON-000432,Connectivity,Closed,Web,High,Equipment Complexity
CASE-001397,Issue #1397,ACC-000317,CON-000435,Installation,New,Email,Medium,Network Issue
CASE-001398,Issue #1398,ACC-000210,CON-000373,Electrical,Working,Email,Low,Shipment Damaged
CASE-001399,Issue #1399,ACC-000049,CON-001099,Billing,Closed,Web,Low,Other
CASE-001400,Issue #1400,ACC-000004,CON-000528,Software,Closed,Phone,Medium,Network Issue
CASE-001401,Issue #1401,ACC-000429,CON-000459,Billing,Working,Phone,Low,Equipment Complexity
CASE-001402,Issue #1402,ACC-000423,CON-000709,Electrical,Working,Web,High,Return
CASE-001403,Issue #1403,ACC-000028,CON-001449,Electrical,Closed,Web,Low,Other
CASE-001404,Issue #1404,ACC-000100,CON-000794,Installation,Closed,Phone,Medium,Bug
CASE-001405,Issue #1405,ACC-000286,CON-000045,Shipping,Working,Phone,Medium,Other
CASE-001406,Issue #1406,ACC-000129,CON-000985,Billing,Closed,Web,Low,Shipment Damaged
CASE-001407,Issue #1407,ACC-000322,CON-001202,Shipping,Working,Web,Low,Equipment Complexity
CASE-001408,Issue #1408,ACC-000112,CON-000509,Connectivity,Closed,Phone,Low,Performance
CASE-001409,Issue #1409,ACC-000419,CON-000176,Electrical,Working,Phone,Low,Return
CASE-001410,Issue #1410,ACC-000400,CON-001314,Installation,Closed,Web,High,Equipment Complexity
CASE-001411,Issue #1411,ACC-000073,CON-000242,Shipping,Working,Email,Low,Equipment Complexity
CASE-001412,Issue #1412,ACC-000150,CON-000281,Connectivity,Working,Phone,Low,Other
CASE-001413,Issue #1413,ACC-000260,CON-000736,Software,Closed,Email,High,Shipment Damaged
CASE-001414,Issue #1414,ACC-000071,CON-001423,Shipping,Working,Web,Low,Shipment Damaged
CASE-001415,Issue #1415,ACC-000230,CON-001466,Connectivity,Working,Email,Low,Bug
CASE-001416,Issue #1416,ACC-000240,CON-000280,Software,Working,Phone,Medium,Bug
CASE-001417,Issue #1417,ACC-000421,CON-000884,Connectivity,Working,Phone,High,Performance
CASE-001418,Issue #1418,ACC-000138,CON-000937,Electrical,Working,Email,Medium,Performance
CASE-001419,Issue #1419,ACC-000050,CON-000413,Shipping,New,Web,Medium,Bug
CASE-001420,Issue #1420,ACC-000335,CON-001001,Installation,Closed,Email,High,Network Issue
CASE-001421,Issue #1421,ACC-000484,CON-001385,Billing,New,Email,Low,Other
CASE-001422,Issue #1422,ACC-000272,CON-001045,Installation,New,Web,Low,Performance
CASE-001423,Issue #1423,ACC-000482,CON-000180,Software,Working,Email,Low,Equipment Complexity
CASE-001424,Issue #1424,ACC-000331,CON-000897,Equipment,New,Email,Medium,Shipment Damaged
CASE-001425,Issue #1425,ACC-000164,CON-001357,Shipping,Closed,Web,High,Network Issue
CASE-001426,Issue #1426,ACC-000200,CON-000962,Connectivity,New,Web,High,Return
CASE-001427,Issue #1427,ACC-000141,CON-000807,Electrical,Closed,Email,High,Network Issue
CASE-001428,Issue #1428,ACC-000410,CON-000623,Electrical,New,Web,Low,Return
CASE-001429,Issue #1429,ACC-000344,CON-000209,Software,Working,Email,Low,Performance
CASE-001430,Issue #1430,ACC-000477,CON-000393,Equipment,New,Email,Low,Bug
CASE-001431,Issue #1431,ACC-000078,CON-000994,Software,Working,Web,Low,Other
CASE-001432,Issue #1432,ACC-000007,CON-001003,Software,Closed,Phone,Medium,Bug
CASE-001433,Issue #1433,ACC-000416,CON-000379,Shipping,Working,Email,High,Other
CASE-001434,Issue #1434,ACC-000200,CON-000281,Installation,Closed,Email,Medium,Shipment Damaged
CASE-001435,Issue #1435,ACC-000469,CON-000249,Equipment,Closed,Email,Medium,Shipment Damaged
CASE-001436,Issue #1436,ACC-000378,CON-000304,Connectivity,Closed,Phone,Medium,Shipment Damaged
CASE-001437,Issue #1437,ACC-000187,CON-001396,Billing,New,Email,High,Network Issue
CASE-001438,Issue #1438,ACC-000374,CON-000812,Electrical,Closed,Web,Medium,Shipment Damaged
CASE-001439,Issue #1439,ACC-000292,CON-000750,Electrical,Closed,Phone,Low,Bug
CASE-001440,Issue #1440,ACC-000169,CON-001337,Electrical,Closed,Email,High,Bug
CASE-001441,Issue #1441,ACC-000085,CON-000087,Shipping,New,Web,Low,Other
CASE-001442,Issue #1442,ACC-000321,CON-000331,Software,Closed,Email,Medium,Bug
CASE-001443,Issue #1443,ACC-000205,CON-000192,Software,Closed,Web,Medium,Other
CASE-001444,Issue #1444,ACC-000078,CON-001109,Billing,Working,Email,Medium,Bug
CASE-001445,Issue #1445,ACC-000121,CON-000588,Connectivity,Working,Web,Medium,Performance
CASE-001446,Issue #1446,ACC-000380,CON-000056,Connectivity,Working,Phone,High,Other
CASE-001447,Issue #1447,ACC-000115,CON-000584,Installation,New,Web,Low,Equipment Complexity
CASE-001448,Issue #1448,ACC-000373,CON-000554,Software,Closed,Web,Low,Other
CASE-001449,Issue #1449,ACC-000233,CON-001162,Connectivity,Working,Web,Medium,Other
CASE-001450,Issue #1450,ACC-000162,CON-001176,Software,Closed,Web,High,Bug
CASE-001451,Issue #1451,ACC-000431,CON-000999,Software,Closed,Email,Low,Equipment Complexity
CASE-001452,Issue #1452,ACC-000031,CON-000764,Installation,New,Web,Low,Shipment Damaged
CASE-001453,Issue #1453,ACC-000063,CON-000984,Installation,Working,Phone,Low,Equipment Complexity
CASE-001454,Issue #1454,ACC-000425,CON-000867,Equipment,Working,Email,Low,Other
CASE-001455,Issue #1455,ACC-000412,CON-001064,Electrical,Working,Phone,Low,Return
CASE-001456,Issue #1456,ACC-000147,CON-000709,Connectivity,Closed,Web,Low,Network Issue
CASE-001457,Issue #1457,ACC-000500,CON-000287,Electrical,Closed,Web,Low,Performance
CASE-001458,Issue #1458,ACC-000301,CON-000137,Connectivity,New,Phone,Low,Network Issue
CASE-001459,Issue #1459,ACC-000306,CON-000720,Installation,Closed,Web,Medium,Bug
CASE-001460,Issue #1460,ACC-000407,CON-000196,Connectivity,New,Email,Medium,Shipment Damaged
CASE-001461,Issue #1461,ACC-000046,CON-000738,Connectivity,New,Phone,Low,Network Issue
CASE-001462,Issue #1462,ACC-000306,CON-000062,Equipment,Closed,Phone,Low,Network Issue
CASE-001463,Issue #1463,ACC-000190,CON-001274,Electrical,New,Phone,Low,Equipment Complexity
CASE-001464,Issue #1464,ACC-000378,CON-001070,Equipment,New,Email,High,Network Issue
CASE-001465,Issue #1465,ACC-000016,CON-001189,Installation,New,Email,Low,Other
CASE-001466,Issue #1466,ACC-000050,CON-001250,Electrical,New,Web,Medium,Return
CASE-001467,Issue #1467,ACC-000378,CON-000805,Connectivity,Working,Web,Medium,Return
CASE-001468,Issue #1468,ACC-000211,CON-001447,Connectivity,Working,Phone,High,Return
CASE-001469,Issue #1469,ACC-000451,CON-001062,Equipment,Closed,Phone,Low,Network Issue
CASE-001470,Issue #1470,ACC-000141,CON-000444,Billing,New,Phone,Low,Other
CASE-001471,Issue #1471,ACC-000174,CON-000312,Electrical,Working,Phone,Low,Bug
CASE-001472,Issue #1472,ACC-000089,CON-000774,Equipment,Working,Email,High,Bug
CASE-001473,Issue #1473,ACC-000343,CON-000871,Installation,Working,Email,Medium,Network Issue
CASE-001474,Issue #1474,ACC-000219,CON-000649,Installation,New,Email,Medium,Other
CASE-001475,Issue #1475,ACC-000435,CON-000280,Software,Closed,Web,Medium,Other
CASE-001476,Issue #1476,ACC-000423,CON-001100,Equipment,Closed,Web,Low,Bug
CASE-001477,Issue #1477,ACC-000240,CON-001260,Software,Working,Web,Medium,Performance
CASE-001478,Issue #1478,ACC-000150,CON-000021,Equipment,New,Web,Medium,Network Issue
CASE-001479,Issue #1479,ACC-000450,CON-000913,Billing,Working,Email,High,Network Issue
CASE-001480,Issue #1480,ACC-000341,CON-000657,Software,New,Web,Medium,Network Issue
CASE-001481,Issue #1481,ACC-000026,CON-000781,Installation,Working,Phone,High,Other
CASE-001482,Issue #1482,ACC-000476,CON-000744,Connectivity,Working,Phone,High,Other
CASE-001483,Issue #1483,ACC-000391,CON-000817,Equipment,Working,Web,High,Equipment Complexity
CASE-001484,Issue #1484,ACC-000388,CON-001003,Installation,Closed,Email,High,Other
CASE-001485,Issue #1485,ACC-000357,CON-000277,Software,Working,Web,Low,Performance
CASE-001486,Issue #1486,ACC-000286,CON-000161,Connectivity,Closed,Phone,Medium,Network Issue
CASE-001487,Issue #1487,ACC-000046,CON-000733,Software,Closed,Email,High,Equipment Complexity
CASE-001488,Issue #1488,ACC-000380,CON-000988,Connectivity,Closed,Phone,High,Other
CASE-001489,Issue #1489,ACC-000057,CON-001185,Software,New,Web,Low,Network Issue
CASE-001490,Issue #1490,ACC-000115,CON-000531,Installation,Working,Web,Medium,Network Issue
CASE-001491,Issue #1491,ACC-000486,CON-001052,Electrical,Closed,Phone,Medium,Network Issue
CASE-001492,Issue #1492,ACC-000130,CON-000270,Electrical,Closed,Email,Medium,Performance
CASE-001493,Issue #1493,ACC-000227,CON-001202,Equipment,New,Phone,Low,Bug
CASE-001494,Issue #1494,ACC-000193,CON-000827,Connectivity,Closed,Web,Low,Performance
CASE-001495,Issue #1495,ACC-000407,CON-000734,Shipping,Working,Phone,Medium,Bug
CASE-001496,Issue #1496,ACC-000060,CON-000309,Shipping,New,Phone,Low,Equipment Complexity
CASE-001497,Issue #1497,ACC-000394,CON-000568,Installation,Closed,Email,Low,Network Issue
CASE-001498,Issue #1498,ACC-000393,CON-000914,Electrical,Working,Email,Low,Other
CASE-001499,Issue #1499,ACC-000360,CON-001470,Equipment,New,Web,Low,Bug
CASE-001500,Issue #1500,ACC-000109,CON-000830,Equipment,Working,Phone,Medium,Return
